2026-04-15 00:01:08 | INFO     | app.main | SecondBrain starting up...
2026-04-15 00:03:01 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:03:02 | INFO     | SecondBrain | Recording audio for user chetan0e
2026-04-15 00:03:07 | INFO     | SecondBrain | Transcribing audio: C:\Users\Aris\Desktop\project\secondbrain\backend\recording_1776191584407.wav
2026-04-15 00:03:07 | INFO     | faster_whisper | Processing audio with duration 00:05.000
2026-04-15 00:03:08 | INFO     | faster_whisper | Detected language 'en' with probability 0.36
2026-04-15 00:03:09 | INFO     | app.services.transcription | Whisper found 1 segments. Language: en (0.36)
2026-04-15 00:03:09 | INFO     | app.services.transcription | Final transcribed text: 'You'
2026-04-15 00:03:09 | INFO     | SecondBrain | Transcribed: You...
2026-04-15 00:03:09 | INFO     | SecondBrain | Extracting memory from text: You...
2026-04-15 00:03:12 | INFO     | SecondBrain | Memory extracted - Intent: None, Summary: The text appears to be a second-person singular pronoun, suggesting a direct address or instruction to the reader. However, as the provided text doesn't contain any context, I cannot provide a clear and concise summary sentence. A possible example could be: "The message is addressing you directly."
2026-04-15 00:03:16 | INFO     | SecondBrain | Speaker: unknown, Intent: None, Importance: 1.00 (critical)
2026-04-15 00:03:16 | INFO     | httpx | HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
2026-04-15 00:03:16 | INFO     | httpx | HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
2026-04-15 00:03:18 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:03:18 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:03:18 | INFO     | SecondBrain | Stored memory with importance 1.00
2026-04-15 00:03:18 | INFO     | SecondBrain | Cleaned up temp file: C:\Users\Aris\Desktop\project\secondbrain\backend\recording_1776191584407.wav
2026-04-15 00:03:18 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:03:18 | INFO     | SecondBrain | Recording audio for user chetan0e
2026-04-15 00:03:24 | INFO     | SecondBrain | Transcribing audio: C:\Users\Aris\Desktop\project\secondbrain\backend\recording_1776191601154.wav
2026-04-15 00:03:24 | INFO     | faster_whisper | Processing audio with duration 00:05.000
2026-04-15 00:03:25 | INFO     | faster_whisper | Detected language 'en' with probability 0.36
2026-04-15 00:03:25 | INFO     | app.services.transcription | Whisper found 1 segments. Language: en (0.36)
2026-04-15 00:03:25 | INFO     | app.services.transcription | Final transcribed text: 'You'
2026-04-15 00:03:25 | INFO     | SecondBrain | Transcribed: You...
2026-04-15 00:03:25 | INFO     | SecondBrain | Extracting memory from text: You...
2026-04-15 00:03:28 | INFO     | SecondBrain | Memory extracted - Intent: None, Summary: The text does not contain enough information for a summary sentence to be generated.
2026-04-15 00:03:32 | INFO     | SecondBrain | Speaker: unknown, Intent: None, Importance: 0.30 (low)
2026-04-15 00:03:32 | INFO     | httpx | HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
2026-04-15 00:03:32 | INFO     | httpx | HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
2026-04-15 00:03:34 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:03:34 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:03:34 | INFO     | SecondBrain | Stored memory with importance 0.30
2026-04-15 00:03:34 | INFO     | SecondBrain | Cleaned up temp file: C:\Users\Aris\Desktop\project\secondbrain\backend\recording_1776191601154.wav
2026-04-15 00:03:36 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:03:36 | INFO     | SecondBrain | Recording audio for user chetan0e
2026-04-15 00:03:42 | INFO     | SecondBrain | Transcribing audio: C:\Users\Aris\Desktop\project\secondbrain\backend\recording_1776191619219.wav
2026-04-15 00:03:42 | INFO     | faster_whisper | Processing audio with duration 00:05.000
2026-04-15 00:03:43 | INFO     | faster_whisper | Detected language 'en' with probability 0.36
2026-04-15 00:03:43 | INFO     | app.services.transcription | Whisper found 1 segments. Language: en (0.36)
2026-04-15 00:03:43 | INFO     | app.services.transcription | Final transcribed text: 'You'
2026-04-15 00:03:43 | INFO     | SecondBrain | Transcribed: You...
2026-04-15 00:03:43 | INFO     | SecondBrain | Extracting memory from text: You...
2026-04-15 00:03:46 | INFO     | SecondBrain | Memory extracted - Intent: None, Summary: The text does not contain sufficient information for a meaningful summary.
2026-04-15 00:03:50 | INFO     | SecondBrain | Speaker: unknown, Intent: None, Importance: 0.30 (low)
2026-04-15 00:03:50 | INFO     | httpx | HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
2026-04-15 00:03:50 | INFO     | httpx | HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
2026-04-15 00:03:52 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:03:52 | INFO     | SecondBrain | Stored memory with importance 0.30
2026-04-15 00:03:52 | INFO     | SecondBrain | Cleaned up temp file: C:\Users\Aris\Desktop\project\secondbrain\backend\recording_1776191619219.wav
2026-04-15 00:03:52 | INFO     | app.main | SecondBrain shut down cleanly
2026-04-15 00:03:52 | INFO     | apscheduler.scheduler | Scheduler has been shut down
2026-04-15 00:03:52 | INFO     | app.workers.background_worker | Background worker shutting down
2026-04-15 00:04:08 | INFO     | app.main | SecondBrain starting up...
2026-04-15 00:04:08 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "<function writable_server_selector at 0x0000011B22BB0040>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69de88a01def4e2973db7e83, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de88a01def4e2973db7e83"}, "remainingTimeMS": 4}
2026-04-15 00:04:10 | INFO     | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-04-15 00:04:10 | INFO     | apscheduler.scheduler | Added job "check_and_fire_reminders" to job store "default"
2026-04-15 00:04:10 | INFO     | apscheduler.scheduler | Scheduler started
2026-04-15 00:04:10 | INFO     | app.main | Reminder scheduler started (interval: 15 min)
2026-04-15 00:04:10 | INFO     | app.workers.background_worker | Background worker started
2026-04-15 00:04:10 | INFO     | SecondBrain | Query from user chetan0e: You
...
2026-04-15 00:04:10 | INFO     | httpx | HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
2026-04-15 00:04:10 | INFO     | app.services.reranker | Loading cross-encoder model: cross-encoder/ms-marco-MiniLM-L-6-v2
2026-04-15 00:04:16 | INFO     | app.main | SecondBrain shut down cleanly
2026-04-15 00:04:16 | INFO     | apscheduler.scheduler | Scheduler has been shut down
2026-04-15 00:04:16 | INFO     | app.workers.background_worker | Background worker shutting down
2026-04-15 00:04:28 | INFO     | app.main | SecondBrain starting up...
2026-04-15 00:04:28 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "<function writable_server_selector at 0x000001CAB04A0040>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69de88b43d060d2a6dac89b2, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de88b43d060d2a6dac89b2"}, "remainingTimeMS": 4}
2026-04-15 00:04:30 | INFO     | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-04-15 00:04:30 | INFO     | apscheduler.scheduler | Added job "check_and_fire_reminders" to job store "default"
2026-04-15 00:04:30 | INFO     | apscheduler.scheduler | Scheduler started
2026-04-15 00:04:30 | INFO     | app.main | Reminder scheduler started (interval: 15 min)
2026-04-15 00:04:30 | INFO     | app.workers.background_worker | Background worker started
2026-04-15 00:04:38 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:04:38 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 69de88ad3d060d2a6dac89b1, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de88ad3d060d2a6dac89b1"}, "remainingTimeMS": 29}
2026-04-15 00:05:16 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:05:16 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:05:28 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:05:33 | INFO     | SecondBrain | Received audio upload from user chetan0e
2026-04-15 00:05:33 | INFO     | SecondBrain | Transcribing audio: data\uploads\upload_chetan0e_644fb6a9.wav
2026-04-15 00:05:33 | INFO     | app.services.transcription | Loading Whisper model 'base' on cpu (int8)
2026-04-15 00:05:34 | INFO     | faster_whisper | Processing audio with duration 00:04.946
2026-04-15 00:05:35 | INFO     | faster_whisper | Detected language 'nn' with probability 0.27
2026-04-15 00:05:44 | INFO     | app.services.transcription | Whisper found 1 segments. Language: nn (0.27)
2026-04-15 00:05:44 | INFO     | app.services.transcription | Final transcribed text: 'K'
2026-04-15 00:05:44 | INFO     | SecondBrain | Skipping - transcription too short or empty. Result: 'K'
2026-04-15 00:05:44 | INFO     | SecondBrain | Cleaned up temp file: data\uploads\upload_chetan0e_644fb6a9.wav
2026-04-15 00:06:39 | INFO     | app.workers.background_worker | Background worker shutting down
2026-04-15 00:07:28 | INFO     | app.main | SecondBrain starting up...
2026-04-15 00:07:28 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "<function writable_server_selector at 0x000002462A0000F0>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69de8968f03841ea6aff55bf, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de8968f03841ea6aff55bf"}, "remainingTimeMS": 4}
2026-04-15 00:07:30 | INFO     | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-04-15 00:07:30 | INFO     | apscheduler.scheduler | Added job "check_and_fire_reminders" to job store "default"
2026-04-15 00:07:30 | INFO     | apscheduler.scheduler | Scheduler started
2026-04-15 00:07:30 | INFO     | app.main | Reminder scheduler started (interval: 15 min)
2026-04-15 00:07:30 | INFO     | app.workers.background_worker | Background worker started
2026-04-15 00:07:36 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:07:36 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:07:36 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 69de895ef03841ea6aff55be, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de895ef03841ea6aff55be"}, "remainingTimeMS": 29}
2026-04-15 00:07:36 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 69de895ef03841ea6aff55be, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de895ef03841ea6aff55be"}, "remainingTimeMS": 29}
2026-04-15 00:07:42 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:07:42 | INFO     | SecondBrain | Received audio upload from user chetan0e
2026-04-15 00:07:42 | INFO     | SecondBrain | Transcribing audio: data\uploads\upload_chetan0e_fa6769da.wav
2026-04-15 00:07:42 | INFO     | app.services.transcription | Loading Whisper model 'base' on cpu (int8)
2026-04-15 00:07:44 | INFO     | faster_whisper | Processing audio with duration 00:04.946
2026-04-15 00:07:44 | INFO     | faster_whisper | Detected language 'en' with probability 0.36
2026-04-15 00:07:45 | INFO     | app.services.transcription | Whisper found 0 segments. Language: en (0.36)
2026-04-15 00:07:45 | INFO     | app.services.transcription | Final transcribed text: ''
2026-04-15 00:07:45 | INFO     | SecondBrain | Skipping - transcription too short or empty. Result: ''
2026-04-15 00:07:45 | INFO     | SecondBrain | Cleaned up temp file: data\uploads\upload_chetan0e_fa6769da.wav
2026-04-15 00:07:46 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:09:42 | INFO     | app.main | SecondBrain shut down cleanly
2026-04-15 00:09:42 | INFO     | apscheduler.scheduler | Scheduler has been shut down
2026-04-15 00:09:42 | INFO     | app.workers.background_worker | Background worker shutting down
2026-04-15 00:09:56 | INFO     | app.main | SecondBrain starting up...
2026-04-15 00:09:56 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "<function writable_server_selector at 0x0000023AA5AD00F0>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69de89fc496455da727e87b4, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de89fc496455da727e87b4"}, "remainingTimeMS": 4}
2026-04-15 00:09:58 | INFO     | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-04-15 00:09:58 | INFO     | apscheduler.scheduler | Added job "check_and_fire_reminders" to job store "default"
2026-04-15 00:09:58 | INFO     | apscheduler.scheduler | Scheduler started
2026-04-15 00:09:58 | INFO     | app.main | Reminder scheduler started (interval: 15 min)
2026-04-15 00:09:58 | INFO     | app.workers.background_worker | Background worker started
2026-04-15 00:09:58 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:09:58 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:09:58 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:09:58 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:09:58 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:09:58 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 69de89f5496455da727e87b3, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de89f5496455da727e87b3"}, "remainingTimeMS": 29}
2026-04-15 00:09:58 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 69de89f5496455da727e87b3, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de89f5496455da727e87b3"}, "remainingTimeMS": 29}
